BROAD_ANCESTRAL_CATEGORY,YEAR,total_country,Prop,Trait
European,2017,1377145,0.990544425591477,Skin disease
European,2018,7275660,0.990544460043632,Skin disease
European,2019,1854193,0.960924900186153,Skin disease
European,2020,1918078,1,Skin disease
European,2021,2779926.16819512,0.907821028709676,Skin disease
Greater Middle Eastern (Middle Eastern,2007,0,0,Skin disease
Greater Middle Eastern (Middle Eastern,2008,0,0,Skin disease
Greater Middle Eastern (Middle Eastern,2009,0,0,Skin disease
Greater Middle Eastern (Middle Eastern,2010,176,0.00205202345835908,Skin disease
Greater Middle Eastern (Middle Eastern,2011,9935.66666666667,0.034772555730933,Skin disease
Greater Middle Eastern (Middle Eastern,2012,186,0.0010404604876739,Skin disease
Greater Middle Eastern (Middle Eastern,2013,901,0.00238033594175178,Skin disease
Greater Middle Eastern (Middle Eastern,2014,0,0,Skin disease
Greater Middle Eastern (Middle Eastern,2015,120.5,0.000112723962869381,Skin disease
Greater Middle Eastern (Middle Eastern,2016,0,0,Skin disease
Greater Middle Eastern (Middle Eastern,2017,0,0,Skin disease
Greater Middle Eastern (Middle Eastern,2018,1053.5,0.000143428718309537,Skin disease
Greater Middle Eastern (Middle Eastern,2019,602.5,0.000312242173475014,Skin disease
Greater Middle Eastern (Middle Eastern,2020,0,0,Skin disease
Greater Middle Eastern (Middle Eastern,2021,123,4.01672489754601e-05,Skin disease
Hispanic or Latin American,2007,0,0,Skin disease
Hispanic or Latin American,2008,0,0,Skin disease
Hispanic or Latin American,2009,0,0,Skin disease
Hispanic or Latin American,2010,0,0,Skin disease
Hispanic or Latin American,2011,0,0,Skin disease
Hispanic or Latin American,2012,0,0,Skin disease
Hispanic or Latin American,2013,0,0,Skin disease
Hispanic or Latin American,2014,621,0.00177075432423339,Skin disease
Hispanic or Latin American,2015,2066.2,0.00193286516249557,Skin disease
Hispanic or Latin American,2016,0,0,Skin disease
Hispanic or Latin American,2017,0,0,Skin disease
Hispanic or Latin American,2018,0,0,Skin disease
Hispanic or Latin American,2019,1970,0.00102094121451581,Skin disease
Hispanic or Latin American,2020,0,0,Skin disease
Hispanic or Latin American,2021,447.333333333333,0.000146082515244085,Skin disease
North African or Persian),2007,0,0,Skin disease
North African or Persian),2008,0,0,Skin disease
North African or Persian),2009,0,0,Skin disease
North African or Persian),2010,176,0.00205202345835908,Skin disease
North African or Persian),2011,9935.66666666667,0.034772555730933,Skin disease
North African or Persian),2012,186,0.0010404604876739,Skin disease
North African or Persian),2013,901,0.00238033594175178,Skin disease
North African or Persian),2014,0,0,Skin disease
North African or Persian),2015,120.5,0.000112723962869381,Skin disease
North African or Persian),2016,0,0,Skin disease
North African or Persian),2017,0,0,Skin disease
North African or Persian),2018,1053.5,0.000143428718309537,Skin disease
North African or Persian),2019,602.5,0.000312242173475014,Skin disease
North African or Persian),2020,0,0,Skin disease
North African or Persian),2021,123,4.01672489754601e-05,Skin disease
Other,2007,0,0,Skin disease
Other,2008,0,0,Skin disease
Other,2009,322,0.00330697340043134,Skin disease
Other,2010,5323,0.062062050391167,Skin disease
Other,2011,8803.5,0.0308102319298086,Skin disease
Other,2012,0,0,Skin disease
Other,2013,6700.66666666667,0.0177023725864204,Skin disease
Other,2014,0,0,Skin disease
Other,2015,3934.2,0.00368032045411386,Skin disease
Other,2016,0,0,Skin disease
Other,2017,0,0,Skin disease
Other,2018,0,0,Skin disease
Other,2019,0,0,Skin disease
Other,2020,0,0,Skin disease
Other,2021,4264,0.00139246463114928,Skin disease
South Asian,2007,0,0,Skin disease
South Asian,2008,0,0,Skin disease
South Asian,2009,0,0,Skin disease
South Asian,2010,0,0,Skin disease
South Asian,2011,0,0,Skin disease
South Asian,2012,0,0,Skin disease
South Asian,2013,0,0,Skin disease
South Asian,2014,0,0,Skin disease
South Asian,2015,76,7.10956114362904e-05,Skin disease
South Asian,2016,0,0,Skin disease
South Asian,2017,0,0,Skin disease
South Asian,2018,0,0,Skin disease
South Asian,2019,2078,0.00107691159581922,Skin disease
South Asian,2020,0,0,Skin disease
South Asian,2021,4310,0.00140748652914011,Skin disease
South East Asian,2007,0,0,Skin disease
South East Asian,2008,0,0,Skin disease
South East Asian,2009,0,0,Skin disease
South East Asian,2010,0,0,Skin disease
South East Asian,2011,0,0,Skin disease
South East Asian,2012,0,0,Skin disease
South East Asian,2013,0,0,Skin disease
South East Asian,2014,0,0,Skin disease
South East Asian,2015,0.2,1.87093714306027e-07,Skin disease
South East Asian,2016,0,0,Skin disease
South East Asian,2017,0,0,Skin disease
South East Asian,2018,0,0,Skin disease
South East Asian,2019,0,0,Skin disease
South East Asian,2020,0,0,Skin disease
South East Asian,2021,0,0,Skin disease
Sub-Saharan African,2007,0,0,Skin disease
Sub-Saharan African,2008,0,0,Skin disease
Sub-Saharan African,2009,0,0,Skin disease
Sub-Saharan African,2010,0,0,Skin disease
Sub-Saharan African,2011,0,0,Skin disease
Sub-Saharan African,2012,1003,0.00561065521041356,Skin disease
Sub-Saharan African,2013,0,0,Skin disease
Sub-Saharan African,2014,0,0,Skin disease
Sub-Saharan African,2015,0,0,Skin disease
Sub-Saharan African,2016,0,0,Skin disease
Sub-Saharan African,2017,1728,0.00124290526227962,Skin disease
Sub-Saharan African,2018,0,0,Skin disease
Sub-Saharan African,2019,4213,0.00218336311510413,Skin disease
Sub-Saharan African,2020,0,0,Skin disease
Sub-Saharan African,2021,0,0,Skin disease
African American or Afro-Caribbean,2006,0,0,Substance use
African American or Afro-Caribbean,2007,0,0,Substance use
African American or Afro-Caribbean,2008,0,0,Substance use
African American or Afro-Caribbean,2009,0,0,Substance use
African American or Afro-Caribbean,2010,2906,0.259765799588809,Substance use
African American or Afro-Caribbean,2011,2001,0.0553113856870387,Substance use
African American or Afro-Caribbean,2012,2857,0.138206269349845,Substance use
African American or Afro-Caribbean,2013,5432,0.139895438976023,Substance use
African American or Afro-Caribbean,2014,10294,0.380048733663147,Substance use
African American or Afro-Caribbean,2015,0,0,Substance use
African American or Afro-Caribbean,2016,6670,0.394651204070765,Substance use
African American or Afro-Caribbean,2017,14920,0.221848839456976,Substance use
African American or Afro-Caribbean,2018,5339,0.208562834485722,Substance use
African American or Afro-Caribbean,2019,145364,0.224446657556878,Substance use
African American or Afro-Caribbean,2020,0,0,Substance use
African American or Afro-Caribbean,2021,13009.5,0.00508401841734804,Substance use
African unspecified,2006,0,0,Substance use
African unspecified,2007,0,0,Substance use
African unspecified,2008,0,0,Substance use
African unspecified,2009,0,0,Substance use
African unspecified,2010,0,0,Substance use
African unspecified,2011,1103,0.0304889847140448,Substance use
African unspecified,2012,0,0,Substance use
African unspecified,2013,1103,0.0284066033119576,Substance use
African unspecified,2014,0,0,Substance use
African unspecified,2015,0,0,Substance use
African unspecified,2016,0,0,Substance use
African unspecified,2017,0,0,Substance use
African unspecified,2018,0,0,Substance use
African unspecified,2019,0,0,Substance use
African unspecified,2020,0,0,Substance use
African unspecified,2021,0,0,Substance use
East Asian,2006,0,0,Substance use
East Asian,2007,0,0,Substance use
East Asian,2008,580,0.0219830200121286,Substance use
East Asian,2009,0,0,Substance use
East Asian,2010,0,0,Substance use
East Asian,2011,0,0,Substance use
East Asian,2012,0,0,Substance use
East Asian,2013,1371,0.0353086610523063,Substance use
East Asian,2014,0,0,Substance use
East Asian,2015,522,0.0146860229574612,Substance use
East Asian,2016,504,0.0298207206674161,Substance use
East Asian,2017,0,0,Substance use
East Asian,2018,344,0.0134380249228486,Substance use
East Asian,2019,2740,0.00423064748979009,Substance use
East Asian,2020,0,0,Substance use
East Asian,2021,155484.76875,0.0607623219910144,Substance use
European,2006,1929,1,Substance use
European,2007,454,1,Substance use
European,2008,25804,0.978016979987871,Substance use
European,2009,3854,1,Substance use
European,2010,8281,0.740234200411192,Substance use
European,2011,33073,0.914199629598916,Substance use
European,2012,17716,0.857004643962848,Substance use
European,2013,30923,0.796389296659713,Substance use
European,2014,16792,0.619951266336853,Substance use
European,2015,35022,0.985313977042539,Substance use
European,2016,9727,0.575528075261819,Substance use
European,2017,52333,0.778151160543024,Substance use
European,2018,19414,0.758388999570296,Substance use
European,2019,470885,0.727061475631316,Substance use
European,2020,1990,1,Substance use
European,2021,2388110.76819512,0.933256399413596,Substance use
Greater Middle Eastern (Middle Eastern,2006,0,0,Substance use
Greater Middle Eastern (Middle Eastern,2007,0,0,Substance use
Greater Middle Eastern (Middle Eastern,2008,0,0,Substance use
Greater Middle Eastern (Middle Eastern,2009,0,0,Substance use
Greater Middle Eastern (Middle Eastern,2010,0,0,Substance use
Greater Middle Eastern (Middle Eastern,2011,0,0,Substance use
Greater Middle Eastern (Middle Eastern,2012,0,0,Substance use
Greater Middle Eastern (Middle Eastern,2013,0,0,Substance use
Greater Middle Eastern (Middle Eastern,2014,0,0,Substance use
Greater Middle Eastern (Middle Eastern,2015,0,0,Substance use
Greater Middle Eastern (Middle Eastern,2016,0,0,Substance use
Greater Middle Eastern (Middle Eastern,2017,0,0,Substance use
Greater Middle Eastern (Middle Eastern,2018,251,0.00980507051056682,Substance use
Greater Middle Eastern (Middle Eastern,2019,0,0,Substance use
Greater Middle Eastern (Middle Eastern,2020,0,0,Substance use
Greater Middle Eastern (Middle Eastern,2021,0,0,Substance use
Hispanic or Latin American,2006,0,0,Substance use
Hispanic or Latin American,2007,0,0,Substance use
Hispanic or Latin American,2008,0,0,Substance use
Hispanic or Latin American,2009,0,0,Substance use
Hispanic or Latin American,2010,0,0,Substance use
Hispanic or Latin American,2011,0,0,Substance use
Hispanic or Latin American,2012,99,0.0047890866873065,Substance use
Hispanic or Latin American,2013,0,0,Substance use
Hispanic or Latin American,2014,0,0,Substance use
Hispanic or Latin American,2015,0,0,Substance use
Hispanic or Latin American,2016,0,0,Substance use
Hispanic or Latin American,2017,0,0,Substance use
Hispanic or Latin American,2018,0,0,Substance use
Hispanic or Latin American,2019,28287,0.0436760312203256,Substance use
Hispanic or Latin American,2020,0,0,Substance use
Hispanic or Latin American,2021,2296,0.000897260178041516,Substance use
North African or Persian),2006,0,0,Substance use
North African or Persian),2007,0,0,Substance use
North African or Persian),2008,0,0,Substance use
North African or Persian),2009,0,0,Substance use
North African or Persian),2010,0,0,Substance use
North African or Persian),2011,0,0,Substance use
North African or Persian),2012,0,0,Substance use
North African or Persian),2013,0,0,Substance use
North African or Persian),2014,0,0,Substance use
North African or Persian),2015,0,0,Substance use
North African or Persian),2016,0,0,Substance use
North African or Persian),2017,0,0,Substance use
North African or Persian),2018,251,0.00980507051056682,Substance use
North African or Persian),2019,0,0,Substance use
North African or Persian),2020,0,0,Substance use
North African or Persian),2021,0,0,Substance use
South Asian,2006,0,0,Substance use
South Asian,2007,0,0,Substance use
South Asian,2008,0,0,Substance use
South Asian,2009,0,0,Substance use
South Asian,2010,0,0,Substance use
South Asian,2011,0,0,Substance use
South Asian,2012,0,0,Substance use
South Asian,2013,0,0,Substance use
South Asian,2014,0,0,Substance use
South Asian,2015,0,0,Substance use
South Asian,2016,0,0,Substance use
South Asian,2017,0,0,Substance use
South Asian,2018,0,0,Substance use
South Asian,2019,379,0.000585188101689943,Substance use
South Asian,2020,0,0,Substance use
South Asian,2021,0,0,Substance use
