Country,position,Trait,DATE,Prop
Spain,Senior,CVD,2007,0
Spain,Senior,Diabetes and CKD,2007,0
Spain,Senior,Digestive diseases,2007,0
Spain,Senior,Musculoskeletal disorders,2007,0
Spain,Senior,Neurological disorders,2007,0
Spain,Senior,Skin disease,2007,0
Sweden,All,All traits,2007,0.0155231341544197
Sweden,All,Cancer,2007,0.0200200692977536
Sweden,All,CVD,2007,0.0125
Sweden,All,Diabetes and CKD,2007,0.0172574626865672
Sweden,All,Digestive diseases,2007,0.0115049751243781
Sweden,All,Musculoskeletal disorders,2007,0.0780399274047187
Sweden,First,All traits,2007,0
Sweden,First,Cancer,2007,0
Sweden,First,Chronic respiratory disease,2007,0
Sweden,First,CVD,2007,0
Sweden,First,Diabetes and CKD,2007,0
Sweden,First,Digestive diseases,2007,0
Sweden,First,Musculoskeletal disorders,2007,0
Sweden,First,Neurological disorders,2007,0
Sweden,Senior,All traits,2007,0.00454545454545455
Sweden,Senior,Cancer,2007,0
Sweden,Senior,Chronic respiratory disease,2007,0
Sweden,Senior,CVD,2007,0
Sweden,Senior,Diabetes and CKD,2007,0.0104166666666667
Sweden,Senior,Digestive diseases,2007,0.00694444444444444
Sweden,Senior,Musculoskeletal disorders,2007,0
Sweden,Senior,Skin disease,2007,0
Switzerland,All,All traits,2007,0.00105218855218855
Switzerland,All,Mental disorders,2007,0.00242966751918159
Switzerland,Senior,Neurological disorders,2007,0
Turkey,Senior,Musculoskeletal disorders,2007,0
Turkey,Senior,Neurological disorders,2007,0
Turkey,Senior,Skin disease,2007,0
Uganda,Senior,Cancer,2007,0
United Arab Emirates,Senior,Substance use,2007,0
United Kingdom,All,All traits,2007,0.167428537494308
United Kingdom,All,Cancer,2007,0.211203613228237
United Kingdom,All,Chronic respiratory disease,2007,0.145833333333333
United Kingdom,All,CVD,2007,0.19024806892454
United Kingdom,All,Diabetes and CKD,2007,0.202702245670996
United Kingdom,All,Digestive diseases,2007,0.302003179910473
United Kingdom,All,Mental disorders,2007,0.164126559714795
United Kingdom,All,Musculoskeletal disorders,2007,0.327618288144604
United Kingdom,All,Neurological disorders,2007,0.107843137254902
United Kingdom,First,All traits,2007,0.188181818181818
United Kingdom,First,Cancer,2007,0.25
United Kingdom,First,Chronic respiratory disease,2007,0.166666666666667
United Kingdom,First,CVD,2007,0.283333333333333
United Kingdom,First,Diabetes and CKD,2007,0.1875
United Kingdom,First,Digestive diseases,2007,0.28125
United Kingdom,First,Mental disorders,2007,0.2
United Kingdom,First,Musculoskeletal disorders,2007,0.333333333333333
United Kingdom,First,Neurological disorders,2007,0
United Kingdom,First,Skin disease,2007,0
United Kingdom,First,Substance use,2007,0
United Kingdom,Senior,All traits,2007,0.195454545454545
United Kingdom,Senior,Cancer,2007,0.291666666666667
United Kingdom,Senior,Chronic respiratory disease,2007,0.5
United Kingdom,Senior,CVD,2007,0.125
United Kingdom,Senior,Diabetes and CKD,2007,0.203125
United Kingdom,Senior,Digestive diseases,2007,0.28125
United Kingdom,Senior,Mental disorders,2007,0.3
United Kingdom,Senior,Musculoskeletal disorders,2007,0.333333333333333
United Kingdom,Senior,Neurological disorders,2007,0.25
United Kingdom,Senior,Skin disease,2007,0
United Kingdom,Senior,Substance use,2007,0
United States,All,All traits,2007,0.461300636316898
United States,All,Cancer,2007,0.369456143302249
United States,All,Chronic respiratory disease,2007,0.0416666666666667
United States,All,CVD,2007,0.359598040848041
United States,All,Diabetes and CKD,2007,0.532747747730483
United States,All,Digestive diseases,2007,0.355019395015469
United States,All,Mental disorders,2007,0.699714951856896
United States,All,Musculoskeletal disorders,2007,0.528453011665353
United States,All,Neurological disorders,2007,0.791906436487639
United States,All,Substance use,2007,1
United States,First,All traits,2007,0.466363636363636
United States,First,Cancer,2007,0.333333333333333
United States,First,Chronic respiratory disease,2007,0.166666666666667
United States,First,CVD,2007,0.258333333333333
United States,First,Diabetes and CKD,2007,0.5625
United States,First,Digestive diseases,2007,0.354166666666667
United States,First,Mental disorders,2007,0.8
United States,First,Musculoskeletal disorders,2007,0.583333333333333
United States,First,Neurological disorders,2007,1
United States,First,Skin disease,2007,0
United States,First,Substance use,2007,1
United States,Senior,All traits,2007,0.445454545454545
United States,Senior,Cancer,2007,0.333333333333333
United States,Senior,Chronic respiratory disease,2007,0
United States,Senior,CVD,2007,0.375
United States,Senior,Diabetes and CKD,2007,0.479166666666667
United States,Senior,Digestive diseases,2007,0.319444444444444
United States,Senior,Mental disorders,2007,0.7
United States,Senior,Musculoskeletal disorders,2007,0.666666666666667
United States,Senior,Neurological disorders,2007,0.75
United States,Senior,Skin disease,2007,0
United States,Senior,Substance use,2007,1
Australia,All,All traits,2008,0.0161470862565895
Australia,All,Cancer,2008,0.0454911433172303
Australia,All,Digestive diseases,2008,0.00444444444444444
Australia,All,Mental disorders,2008,0.00546389014009679
Australia,All,Musculoskeletal disorders,2008,0.0158730158730159
Australia,All,Skin disease,2008,0.106878306878307
Australia,First,All traits,2008,0.0145539906103286
Australia,First,Cancer,2008,0.0388888888888889
Australia,First,Chronic respiratory disease,2008,0
Australia,First,CVD,2008,0
Australia,First,Diabetes and CKD,2008,0
Australia,First,Digestive diseases,2008,0
Australia,First,Mental disorders,2008,0.0133333333333333
Australia,First,Musculoskeletal disorders,2008,0
Australia,First,Neurological disorders,2008,0
Australia,First,Skin disease,2008,0.0714285714285714
Australia,First,Substance use,2008,0
Australia,Senior,All traits,2008,0.0140845070422535
Australia,Senior,Cancer,2008,0.0555555555555556
Australia,Senior,Chronic respiratory disease,2008,0
Australia,Senior,CVD,2008,0
Australia,Senior,Diabetes and CKD,2008,0
Australia,Senior,Digestive diseases,2008,0
Australia,Senior,Musculoskeletal disorders,2008,0
Australia,Senior,Neurological disorders,2008,0
Australia,Senior,Skin disease,2008,0.142857142857143
Australia,Senior,Substance use,2008,0
Austria,All,Substance use,2008,0.0131578947368421
Austria,First,Cancer,2008,0
Austria,Senior,Cancer,2008,0
Belgium,All,All traits,2008,0.0119082776553244
Belgium,All,Musculoskeletal disorders,2008,0.0317460317460317
Belgium,All,Neurological disorders,2008,0.0252100840336134
Belgium,First,All traits,2008,0.00117370892018779
Belgium,First,Neurological disorders,2008,0
Belgium,Senior,Musculoskeletal disorders,2008,0
Belgium,Senior,Neurological disorders,2008,0
Benin,First,Chronic respiratory disease,2008,0
Benin,First,Skin disease,2008,0
Canada,All,All traits,2008,0.0180604770205331
Canada,All,Cancer,2008,0.0274827729081514
Canada,All,Chronic respiratory disease,2008,0.0119775201966983
Canada,All,Diabetes and CKD,2008,0.0846560846560847
Canada,All,Digestive diseases,2008,0.0573598781410113
Canada,All,Mental disorders,2008,0.00132616487455197
Canada,All,Neurological disorders,2008,0.00840336134453782
Canada,All,Skin disease,2008,0.00324675324675325
Canada,All,Substance use,2008,0.00925925925925926
Canada,First,All traits,2008,0.00938967136150235
Canada,First,Cancer,2008,0.00925925925925926
Canada,First,Chronic respiratory disease,2008,0.0185185185185185
Canada,First,CVD,2008,0
Canada,First,Diabetes and CKD,2008,0
Canada,First,Digestive diseases,2008,0
Canada,First,Musculoskeletal disorders,2008,0
Canada,First,Neurological disorders,2008,0
Canada,First,Skin disease,2008,0.0714285714285714
Canada,Senior,All traits,2008,0.0140845070422535
Canada,Senior,Cancer,2008,0
Canada,Senior,Chronic respiratory disease,2008,0
Canada,Senior,CVD,2008,0
Canada,Senior,Diabetes and CKD,2008,0.142857142857143
Canada,Senior,Digestive diseases,2008,0.0666666666666667
Canada,Senior,Musculoskeletal disorders,2008,0
Canada,Senior,Neurological disorders,2008,0
Canada,Senior,Skin disease,2008,0
Chile,First,Neurological disorders,2008,0
Chile,Senior,Chronic respiratory disease,2008,0
Chile,Senior,Neurological disorders,2008,0
China,All,All traits,2008,0.00477617817679464
China,All,Cancer,2008,0.00222222222222222
China,All,Diabetes and CKD,2008,0.0121580547112462
China,All,Digestive diseases,2008,0.00834042553191489
China,All,Mental disorders,2008,0.00856009070294785
China,First,All traits,2008,0
China,First,Cancer,2008,0
China,First,Chronic respiratory disease,2008,0
China,First,CVD,2008,0
China,First,Diabetes and CKD,2008,0
China,First,Digestive diseases,2008,0
China,First,Musculoskeletal disorders,2008,0
China,First,Neurological disorders,2008,0
China,First,Skin disease,2008,0
China,First,Substance use,2008,0
China,Senior,All traits,2008,0
China,Senior,Cancer,2008,0
China,Senior,Chronic respiratory disease,2008,0
China,Senior,CVD,2008,0
China,Senior,Diabetes and CKD,2008,0
China,Senior,Digestive diseases,2008,0
China,Senior,Musculoskeletal disorders,2008,0
China,Senior,Neurological disorders,2008,0
China,Senior,Skin disease,2008,0
China,Senior,Substance use,2008,0
Denmark,All,All traits,2008,0.00620017900048059
Denmark,All,Cancer,2008,0.0015220700152207
Denmark,All,Chronic respiratory disease,2008,0.0030441400304414
Denmark,All,Diabetes and CKD,2008,0.049757045675413
Denmark,All,Digestive diseases,2008,0.0232199546485261
Denmark,All,Mental disorders,2008,0.00258064516129032
Denmark,First,All traits,2008,0
Denmark,First,Cancer,2008,0
Denmark,First,Chronic respiratory disease,2008,0
Denmark,First,CVD,2008,0
Denmark,First,Diabetes and CKD,2008,0
Denmark,First,Digestive diseases,2008,0
Denmark,First,Musculoskeletal disorders,2008,0
Denmark,First,Neurological disorders,2008,0
Denmark,First,Substance use,2008,0
Denmark,Senior,All traits,2008,0
Denmark,Senior,Cancer,2008,0
Denmark,Senior,Chronic respiratory disease,2008,0
Denmark,Senior,CVD,2008,0
Denmark,Senior,Diabetes and CKD,2008,0
Denmark,Senior,Digestive diseases,2008,0
Denmark,Senior,Musculoskeletal disorders,2008,0
Denmark,Senior,Neurological disorders,2008,0
Egypt,First,Musculoskeletal disorders,2008,0
Egypt,Senior,Musculoskeletal disorders,2008,0
Finland,All,All traits,2008,0.00744740012474076
Finland,All,Cancer,2008,0.00883190883190883
Finland,All,CVD,2008,0.151515151515152
Finland,All,Diabetes and CKD,2008,0.00953724955027604
Finland,All,Digestive diseases,2008,0.0133396053456844
Finland,First,All traits,2008,0
Finland,First,Cancer,2008,0
Finland,First,Chronic respiratory disease,2008,0
Finland,First,CVD,2008,0
Finland,First,Diabetes and CKD,2008,0
Finland,First,Digestive diseases,2008,0
Finland,First,Neurological disorders,2008,0
Finland,First,Skin disease,2008,0
Finland,First,Substance use,2008,0
Finland,Senior,All traits,2008,0
Finland,Senior,Cancer,2008,0
Finland,Senior,Chronic respiratory disease,2008,0
Finland,Senior,CVD,2008,0
Finland,Senior,Diabetes and CKD,2008,0
Finland,Senior,Digestive diseases,2008,0
Finland,Senior,Neurological disorders,2008,0
Finland,Senior,Skin disease,2008,0
Finland,Senior,Substance use,2008,0
France,All,All traits,2008,0.00995832712478873
France,All,Cancer,2008,0.0347924716075401
France,All,Chronic respiratory disease,2008,0.0582601568902939
France,All,Digestive diseases,2008,0.00546448087431694
France,All,Skin disease,2008,0.00357142857142857
France,First,All traits,2008,0.0223004694835681
France,First,Cancer,2008,0.087962962962963
France,First,Chronic respiratory disease,2008,0.175925925925926
France,First,CVD,2008,0
France,First,Diabetes and CKD,2008,0
France,First,Digestive diseases,2008,0
France,First,Neurological disorders,2008,0
France,First,Skin disease,2008,0
France,Senior,All traits,2008,0.028169014084507
France,Senior,Cancer,2008,0.111111111111111
France,Senior,Chronic respiratory disease,2008,0.222222222222222
France,Senior,CVD,2008,0
France,Senior,Diabetes and CKD,2008,0
France,Senior,Digestive diseases,2008,0
France,Senior,Neurological disorders,2008,0
France,Senior,Skin disease,2008,0
Germany,All,All traits,2008,0.104759201479459
Germany,All,Cancer,2008,0.0410895302162621
Germany,All,Chronic respiratory disease,2008,0.228685165671467
Germany,All,CVD,2008,0.116666666666667
Germany,All,Diabetes and CKD,2008,0.00583090379008746
Germany,All,Digestive diseases,2008,0.134978398376895
Germany,All,Mental disorders,2008,0.113837641723356
Germany,All,Neurological disorders,2008,0.0378510378510379
Germany,All,Skin disease,2008,0.141509743994216
Germany,First,All traits,2008,0.0657276995305164
Germany,First,Cancer,2008,0
Germany,First,Chronic respiratory disease,2008,0.222222222222222
Germany,First,CVD,2008,0
Germany,First,Diabetes and CKD,2008,0
Germany,First,Digestive diseases,2008,0.111111111111111
Germany,First,Mental disorders,2008,0.04
Germany,First,Musculoskeletal disorders,2008,0
Germany,First,Neurological disorders,2008,0
Germany,First,Skin disease,2008,0.142857142857143
Germany,First,Substance use,2008,0
Germany,Senior,All traits,2008,0.0985915492957746
Germany,Senior,Cancer,2008,0
Germany,Senior,Chronic respiratory disease,2008,0.222222222222222
Germany,Senior,CVD,2008,0
Germany,Senior,Diabetes and CKD,2008,0
Germany,Senior,Digestive diseases,2008,0.133333333333333
Germany,Senior,Mental disorders,2008,0.08
Germany,Senior,Musculoskeletal disorders,2008,0
Germany,Senior,Neurological disorders,2008,0.142857142857143
Germany,Senior,Skin disease,2008,0.142857142857143
Germany,Senior,Substance use,2008,0
Greece,First,Musculoskeletal disorders,2008,0
Greece,Senior,Musculoskeletal disorders,2008,0
Guinea,First,Skin disease,2008,0
Iceland,All,All traits,2008,0.0558795335496649
Iceland,All,Cancer,2008,0.0807105616792543
Iceland,All,CVD,2008,0.316666666666667
Iceland,All,Diabetes and CKD,2008,0.00728862973760933
Iceland,All,Digestive diseases,2008,0.00340136054421769
Iceland,All,Mental disorders,2008,0.0266666666666667
Iceland,All,Skin disease,2008,0.25940146809712
Iceland,All,Substance use,2008,0.166666666666667
Iceland,First,All traits,2008,0.0774647887323944
Iceland,First,Cancer,2008,0.138888888888889
Iceland,First,Chronic respiratory disease,2008,0
Iceland,First,CVD,2008,0.5
Iceland,First,Diabetes and CKD,2008,0
Iceland,First,Digestive diseases,2008,0
Iceland,First,Mental disorders,2008,0.04
Iceland,First,Musculoskeletal disorders,2008,0
Iceland,First,Neurological disorders,2008,0
Iceland,First,Skin disease,2008,0.285714285714286
Iceland,First,Substance use,2008,0.25
Iceland,Senior,All traits,2008,0.0845070422535211
Iceland,Senior,Cancer,2008,0.166666666666667
Iceland,Senior,Chronic respiratory disease,2008,0
Iceland,Senior,CVD,2008,0.5
Iceland,Senior,Diabetes and CKD,2008,0
Iceland,Senior,Digestive diseases,2008,0
Iceland,Senior,Mental disorders,2008,0.04
Iceland,Senior,Musculoskeletal disorders,2008,0
Iceland,Senior,Skin disease,2008,0.285714285714286
Iceland,Senior,Substance use,2008,0.25
India,First,Cancer,2008,0
India,First,Diabetes and CKD,2008,0
India,First,Digestive diseases,2008,0
India,First,Musculoskeletal disorders,2008,0
India,Senior,All traits,2008,0
India,Senior,Cancer,2008,0
India,Senior,Diabetes and CKD,2008,0
India,Senior,Digestive diseases,2008,0
India,Senior,Musculoskeletal disorders,2008,0
Indonesia,First,Cancer,2008,0
Indonesia,Senior,Cancer,2008,0
Ireland,All,Mental disorders,2008,0.031431559224186
Ireland,First,All traits,2008,0.0140845070422535
Ireland,First,Cancer,2008,0
Ireland,First,Mental disorders,2008,0.04
Ireland,First,Skin disease,2008,0
Ireland,Senior,Cancer,2008,0
Ireland,Senior,Digestive diseases,2008,0.0222222222222222
Ireland,Senior,Skin disease,2008,0
Israel,All,Cancer,2008,0.00375243664717349
Israel,First,Chronic respiratory disease,2008,0
Israel,First,Neurological disorders,2008,0
Israel,First,Skin disease,2008,0
Israel,Senior,All traits,2008,0.0140845070422535
Israel,Senior,Cancer,2008,0
Israel,Senior,Chronic respiratory disease,2008,0
Israel,Senior,Diabetes and CKD,2008,0
Israel,Senior,Mental disorders,2008,0.04
Israel,Senior,Neurological disorders,2008,0
Israel,Senior,Skin disease,2008,0
Italy,All,All traits,2008,0.0277180851590965
Italy,All,Cancer,2008,0.0633316197849588
Italy,All,Chronic respiratory disease,2008,0.109128517347695
Italy,All,Digestive diseases,2008,0.00444444444444444
Italy,All,Mental disorders,2008,0.0268849902534113
Italy,All,Skin disease,2008,0.00357142857142857
Italy,All,Substance use,2008,0.115253411306043
Italy,First,All traits,2008,0.034037558685446
Italy,First,Cancer,2008,0.0555555555555556
Italy,First,Chronic respiratory disease,2008,0.111111111111111
Italy,First,CVD,2008,0
Italy,First,Diabetes and CKD,2008,0
Italy,First,Digestive diseases,2008,0
Italy,First,Mental disorders,2008,0.0533333333333333
Italy,First,Musculoskeletal disorders,2008,0
Italy,First,Neurological disorders,2008,0
Italy,First,Substance use,2008,0.125
